Godina,Mesec,Trošak,Amount (RSD)
2024,April,Shop&Go,57.99
2024,April,Dm,1747.0
2024,April,Netflix,599.28
2024,April,Shop&Go,237.97
2024,April,Shop&Go,169.99
2024,April,Shop&Go,200.97
2024,April,Kuhinjica,489.6
2024,April,Shop&Go,349.98
2024,April,Shop&Go,169.99
2024,April,Shop&Go,57.99
2024,April,Kuhinjica,330.6
2024,April,Wolt,1888.99
2024,April,Maxi,4672.05
2024,April,Glovo,1218.99
2024,April,Cargo,691.92
2024,April,Maxi,1408.81
2024,April,Maxi,179.99
2024,April,Lucky 99,700.0
2024,April,Impresivna,2800.0
2024,April,Apoteka,516.33
2024,April,Lucky 99,1510.0
2024,April,Apoteka,545.71
2024,April,Wolt,222.5
2024,April,Maxi,1293.64
2024,April,Shop&Go,57.99
2024,Maj,Maxi,1603.32
2024,April,Cargo,952.12
2024,April,Shop&Go,13.68
2024,April,Maxi,2490.52
2024,April,Lidl,3187.13
2024,April,Apoteka,1879.0
2024,April,Zdrava hrana,885.0
2024,April,Maxi,875.36
2024,Maj,SBB internet,3249.0
2024,Maj,Naknada,20.0
2024,Maj,Shop&Go,57.99
2024,Maj,Psiholog,4801.91
2024,Maj,Shop&Go,140.98
2024,Maj,Shop&Go,169.99
2024,Maj,Shop&Go,57.99
2024,Maj,Shop&Go,169.99
2024,Maj,Kuhinjica,695.3
2024,Maj,Maxi,2631.49
2024,Maj,Shop&Go,140.98
2024,Maj,Glovo,1307.48
2024,Maj,Shop&Go,299.99
2024,Maj,Shop&Go,137.98
2024,Maj,Infostan,9465.26
2024,Maj,Naknada,20.0
2024,Maj,A1 racun,1512.38
2024,Maj,Kuhinjica,507.45
2024,Maj,Kafić,360.0
2024,Maj,Aman,354.97
2024,Maj,Shop&Go,137.98
2024,Maj,Shop&Go,119.98
2024,Maj,Shop&Go,177.9
2024,Maj,Shop&Go,314.98
2024,Maj,Shop&Go,152.24
2024,Maj,ATM,3000.0
2024,Maj,Impresivna,3000.0
2024,Maj,Ikea,13956.0
2024,Maj,Ikea,1346.0
2024,Maj,Idea,487.93
2024,Maj,Wolt,947.4
2024,Maj,Wolt,1122.5
2024,Maj,Maxi,214.97
2024,Maj,Shop&Go,174.98
2024,Maj,ATM,10000.0
2024,Maj,Dm,549.0
2024,Maj,Wolt,1447.98
2024,Maj,Shop&Go,151.98
2024,Maj,Shop&Go,171.12
2024,Maj,Loto,1200.0
2024,Maj,Shop&Go,159.98
2024,Maj,Vitapur,23540.43
2024,Maj,Shop&Go,151.98
2024,Maj,Netflix,599.01
2024,Maj,Shop&Go,89.8
2024,Maj,Shop&Go,57.99
2024,Maj,Shop&Go,183.98
2024,Maj,Shop&Go,145.98
2024,Maj,Shop&Go,257.67
2024,Maj,Shop&Go,278.98
2024,Maj,Shop&Go,57.99
2024,Maj,Dm,2699.0
2024,Maj,Wolt,1151.9
2024,Maj,Wolt,1246.1
2024,Maj,Wolt,1121.0
2024,Maj,Lidl,2801.14
2024,Maj,Maxi,599.99
2024,Maj,Wolt,1122.5
2024,Maj,Wolt,1594.0
2024,Maj,Uradi sam,3897.0
2024,Maj,Maxi,2697.99
2024,Maj,Maxi,132.97
2024,Maj,Wolt,2790.0
2024,Maj,Wolt,978.5
2024,Maj,Shop&Go,269.52
2024,Maj,Shop&Go,161.83
2024,Maj,Wolt,2705.85
2024,Maj,Shop&Go,241.97
2024,Maj,Maxi,1654.52
2024,Maj,Poklon,500.0
2024,Maj,Shop&Go,57.99
2024,Maj,Shop&Go,339.98
2024,Maj,Maxi,1092.97
2024,Maj,Yisk,5150.0
2024,Maj,Shop&Go,57.99
2024,Maj,Shop&Go,164.98
2024,Maj,Apoteka,864.33
2024,Maj,Shop&Go,224.3
2024,Maj,Shop&Go,57.99
2024,Maj,Maxi,1069.96
2024,Maj,Naknada,350.0
2024,Maj,Wolt,1483.99
2024,Maj,Cineplexx,600.0
2024,Maj,Cineplexx,640.0
2024,Maj,Maxi,1709.93
2024,Maj,Shop&Go,169.99
2024,Maj,Maxi,258.94
2024,Maj,Shop&Go,165.52
2024,Maj,Shop&Go,169.99
2024,Maj,Shop&Go,393.09
2024,Maj,Lilly,675.98
2024,Maj,Wolt,1860.0
2024,Maj,Wolt,978.5
2024,Maj,Maxi,1932.9
2024,Maj,Shop&Go,151.98
2024,Maj,Maxi,1537.62
2024,Maj,Shop&Go,57.99
2024,Maj,Shop&Go,61.99
2024,Maj,Shop&Go,259.7
2024,Jun,Maxi,2149.43
2024,Jun,Wolt,1580.0
2024,Maj,Psiholog,19882.78
2024,Jun,Impresivna,2900.0
2024,Jun,Apoteka,18.76
2024,Jun,ATM,10000.0
2024,Jun,Shop&Go,57.99
2024,Jun,Wolt,978.5
2024,Jun,Infostan,5082.87
2024,Jun,Naknada,20.0
2024,Jun,Shop&Go,265.07
2024,Jun,Shop&Go,57.99
2024,Jun,Aman,129.98
2024,Jun,Generali Osirguranje,5564.0
2024,Jun,Shop&Go,
2024,Jun,Shop&Go,140.98
2024,Jun,Shop&Go,312.1
2024,Jun,Maxi,1604.52
2024,Jun,Shop&Go,184.37
2024,Jun,Dm,4077.55
2024,Jun,Shop&Go,57.99
2024,Jun,Wolt,1710.0
2024,Jun,Shop&Go,102.98
2024,Jun,Cargo,1247.32
2024,Jun,Wolt,30.0
2024,Jun,Poklon,1425.0
2024,Jun,Ne znam,2650.0
2024,Jun,Wolt,30.0
2024,Jun,Maxi,333.93
2024,Jun,Restoran,1410.0
2024,Jun,Maxi,439.97
2024,Jun,A1 racun,1619.34
2024,Jun,Shop&Go,169.99
2024,Jun,Wolt,550.6
2024,Jun,Shop&Go,140.98
2024,Jun,Kuhinjica,596.7
2024,Jun,Loto,1200.0
2024,Jun,Shop&Go,330.48
2024,Jun,Lidl,419.98
2024,Jun,Poklon,500.0
2024,Jun,Naknada,20.0
2024,Jun,Maxi,1195.53
2024,Jun,Shop&Go,87.8
2024,Jun,Apoteka,288.97
2024,Jun,Shop&Go,57.99
2024,Jun,Shop&Go,296.09
2024,Jun,Maxi,1362.89
2024,Jun,Apoteka,516.33
2024,Jun,Shop&Go,161.98
2024,Jun,Shop&Go,74.99
2024,Jun,Donacija,5000.0
2024,Jun,Naknada,20.0
2024,Jun,Wolt,2340.0
2024,Jun,Wolt,2167.99
2024,Jun,Netflix,598.74
2024,Jun,Maxi,1505.31
2024,Jun,Maxi,2723.19
2024,Jun,Wolt,2223.99
2024,Jun,Wolt,978.5
2024,Jun,Dm,429.0
2024,Jun,Shop&Go,510.45
2024,Jun,Shop&Go,69.99
2024,Jun,Maxi,2135.62
2024,Jun,Gigatron,3398.0
2024,Jun,Wolt,399.0
2024,Jun,Wolt,2168.0
2024,Jun,Shop&Go,142.98
2024,Jun,Shop&Go,269.2
2024,Jun,Shop&Go,69.99
2024,Jun,Shop&Go,59.99
2024,Jun,Maxi,1218.92
2024,Jun,Maxi,2306.93
2024,Jun,Poklon,500.0
2024,Jun,Naknada,20.0
2024,Jun,Odrzavanje racuna,350.0
2024,Jun,Wolt,2226.84
2024,Jun,Lidl,1033.92
2024,Jun,Loto,500.0
2024,Jun,Impresivna,2900.0
2024,Jun,Shop&Go,230.4
2024,Jun,Maxi,561.88
2024,Jun,Shop&Go,212.8
2024,Jun,Poklon,1000.0
2024,Jun,Naknada,20.0
2024,Jun,Shop&Go,359.99
2024,Jun,Maxi,1006.87
2024,Jul,Shop&Go,140.98
2024,Jul,Maxi,704.24
2024,Jul,Shop&Go,382.4
2024,Jul,Wolt,1050.6
2024,Jul,H&M,1410.0
2024,Jul,Maxi,1109.95
2024,Jul,Vitapur,12094.5
2024,Jul,ATM,5000.0
2024,Jul,Dm,1976.0
2024,Jul,Lucky 99,1970.0
2024,Jul,Dm,1348.0
2024,Jul,Generali Osirguranje,1515.0
2024,Jul,Shop&Go,68.99
2024,Jul,Shop&Go,371.38
2024,Jul,Shop&Go,142.6
2024,Jul,Ikea,4728.0
2024,Jul,Shop&Go,69.99
2024,Jul,Shop&Go,212.8
2024,Jul,Maxi,1039.7
2024,Jul,Shop&Go,119.4
2024,Jul,Shop&Go,69.99
2024,Jul,SBB internet,3299.0
2024,Jul,Naknada,20.0
2024,Jul,Naknada,1014.89
2024,Jul,Shop&Go,110.4
2024,Jul,Shop&Go,136.0
2024,Jul,Shop&Go,69.99
2024,Jul,Shop&Go,108.56
2024,Jul,Loto,1200.0
2024,Jul,Wolt,2302.99
2024,Jul,Maxi,1697.3
2024,Jul,Shop&Go,57.99
2024,Jul,Maxi,1595.3
2024,Jul,A1 racun,1940.22
2024,Jul,Shop&Go,57.99
2024,Jul,Shop&Go,77.28
2024,Jul,Shop&Go,378.19
2024,Jul,Maxi,438.67
2024,Jul,Apoteka,1542.1
2024,Jul,Apoteka,439.0
2024,Jul,Poklon,350.0
2024,Jul,Wolt,2597.99
2024,Jul,Terannova,919.0
2024,Jul,Lidl,2682.29
2024,Jul,McDonald's,210.0
2024,Jul,Cargo,758.72
2024,Jul,Impresivna,3300.0
2024,Jul,Maxi,2775.49
2024,Jul,Wolt,2781.99
2024,Jul,Netflix,598.83
2024,Jul,Shop&Go,339.98
2024,Jul,Shop&Go,57.99
2024,Jul,Shop&Go,297.39
2024,Jul,Shop&Go,206.4
2024,Jul,Shop&Go,59.99
2024,Jul,Shop&Go,107.64
2024,Jul,Maxi,1305.35
2024,Jul,Temu,5765.75
2024,Jul,Shop&Go,251.2
2024,Jul,Maxi,469.18
2024,Jul,Poklon,500.0
2024,Jul,Maxi,574.95
2024,Jul,Apoteka,516.33
2024,Jul,Shop&Go,294.4
2024,Jul,Wolt,1960.99
2024,Jul,Wolt,1801.99
2024,Jul,Wolt,1584.0
2024,Jul,Glovo,854.59
2024,Jul,Shop&Go,272.0
2024,Jul,Wolt,1797.0
2024,Jul,Shop&Go,151.98
2024,Jul,Maxi,1069.96
2024,Jul,Dm,878.0
2024,Jul,Glovo,1219.99
2024,Jul,Shop&Go,204.8
2024,Jul,Odrzavanje racuna,350.0
2024,Jul,Maxi,474.97
2024,Jul,Shop&Go,222.97
2024,Jul,Shop&Go,268.8
2024,Jul,Glovo,1699.98
2024,Jul,Shop&Go,187.2
2024,Jul,Shop&Go,127.98
2024,Jul,Bioskop,280.0
2024,Jul,Lidl,1713.47
2024,Jul,Maxi,1369.21
2024,Avgust,Infostan,6176.06
2024,Avgust,Naknada,20.0
2024,Avgust,Maxi,859.94
2024,Avgust,Biljke,4056.0
2024,Avgust,Maxi,1086.43
2024,Avgust,Wolt,3038.99
2024,Avgust,Ikea,2677.0
2024,Avgust,ATM,3000.0
2024,Avgust,Maxi,1067.56
2024,Avgust,Caliope,2274.1
2024,Avgust,KOTON,2999.0
2024,Avgust,Maxi,505.97
2024,Avgust,Poklon,500.0
2024,Avgust,Naknada,20.0
2024,Avgust,Loto,1200.0
2024,Avgust,Naknada,19.19
2024,Avgust,Maxi,135.98
2024,Avgust,Impresivna,3200.0
2024,Avgust,Maxi,2339.43
2024,Avgust,Shop&Go,296.0
2024,Avgust,Shop&Go,68.99
2024,Avgust,Maxi,2665.37
2024,Avgust,Wolt,1584.0
2024,Avgust,A1 racun,1872.82
2024,Avgust,Shop&Go,54.99
2024,Avgust,Apoteka,1047.99
2024,Avgust,Leon,3599.0
2024,Avgust,Terannova,2198.0
2024,Avgust,OVS,2240.0
2024,Avgust,Restoran,1080.0
2024,Avgust,NIS,1094.19
2024,Avgust,Shop&Go,55.99
2024,Avgust,Maxi,626.95
2024,Avgust,Shop&Go,588.97
2024,Avgust,Wolt,1388.8
2024,Avgust,Shop&Go,142.98
2024,Avgust,Richard giros,1280.0
2024,Avgust,Maxi,549.95
2024,Avgust,Shop&Go,279.4
2024,Avgust,Shop&Go,353.8
2024,Avgust,Lilly,1456.98
2024,Avgust,Idea,484.96
2024,Avgust,Maxi,2502.98
2024,Avgust,Poklon,500.0
2024,Avgust,Naknada,20.0
2024,Avgust,Decathlon,798.0
2024,Avgust,Dm,2888.5
2024,Avgust,Netflix,598.69
2024,Avgust,Shop&Go,310.4
2024,Avgust,Shop&Go,449.0
2024,Avgust,Maxi,1551.93
2024,Avgust,Vitapur,9137.0
2024,Avgust,Vitapur,4960.0
2024,Avgust,Impresivna,3500.0
2024,Avgust,Wolt,1448.35
2024,Avgust,Wolt,2615.99
2024,Avgust,Dm,1708.0
2024,Avgust,Shop&Go,68.99
2024,Avgust,Shop&Go,230.4
2024,Avgust,Shop&Go,420.0
2024,Avgust,Delfi,1017.0
2024,Avgust,Shop&Go,151.98
2024,Avgust,Maxi,682.97
2024,Avgust,Shop&Go,217.6
2024,Avgust,Shop&Go,563.98
2024,Avgust,Wolt,813.5
2024,Avgust,Apoteka,1142.49
2024,Avgust,Maxi,1179.81
2024,Avgust,Maxi,2176.23
2024,Avgust,Odrzavanje racuna,350.0
2024,Avgust,Shop&Go,140.98
2024,Avgust,Shop&Go,99.2
2024,Avgust,Loto,1200.0
2024,Avgust,Dm,778.0
2024,Avgust,Maxi,1966.59
2024,Septembar,Infostan,6545.75
2024,Septembar,Naknada,20.0
2024,Septembar,Maxi,2947.66
2024,Septembar,Maxi,1743.97
2024,Septembar,Cargo,2830.22
2024,Septembar,Glovo,1687.65
2024,Septembar,Shop&Go,471.99
2024,Septembar,A1 racun,1405.42
2024,Septembar,Shop&Go,157.35
2024,Septembar,Shop&Go,292.8
2024,Septembar,Biljke,1200.0
2024,Septembar,Naknada,20.0
2024,Septembar,Maxi,2618.72
2024,Septembar,Shop&Go,59.99
2024,Septembar,Shop&Go,256.38
2024,Septembar,Loto,1200.0
2024,Septembar,ATM,10000.0
2024,Septembar,Restoran,2009.0
2024,Septembar,Apoteka,703.48
2024,Septembar,Shop&Go,58.99
2024,Septembar,Shop&Go,338.59
2024,Septembar,Shop&Go,58.88
2024,Septembar,Dm,635.0
2024,Septembar,Impresivna,3200.0
2024,Septembar,Maxi,2219.86
2024,Septembar,Netflix,598.79
2024,Septembar,Poslastičarnica,5896.0
2024,Septembar,Poslastičarnica,777.0
2024,Septembar,Maxi,1085.76
2024,Septembar,Shop&Go,214.39
2024,Septembar,Shop&Go,375.39
2024,Septembar,Maxi,3066.94
2024,Septembar,Poklon,500.0
2024,Septembar,Apoteka,1090.5
2024,Septembar,Shop&Go,154.59
2024,Septembar,Shop&Go,241.6
2024,Septembar,Shop&Go,140.98
2024,Septembar,Shop&Go,307.2
2024,Septembar,Shop&Go,336.0
2024,Septembar,Shop&Go,82.98
2024,Septembar,Maxi,1979.84
2024,Septembar,Naknada,475.0
2024,Septembar,Dm,795.0
2024,Septembar,Maxi,998.76
2024,Septembar,Dm,2990.0
2024,Septembar,Shop&Go,150.4
2024,Septembar,Maxi,740.99
2024,Septembar,Shop&Go,57.99
2024,Septembar,Maxi,2061.75
2024,Septembar,Shop&Go,140.98
2024,Septembar,Shop&Go,273.6
2024,Oktobar,Wolt,1191.5
2024,Oktobar,Microsoft,15709.15
2024,Oktobar,Infostan,6534.74
2024,Oktobar,Naknada,15.0
2024,Oktobar,CT shop,33000.0
2024,Oktobar,Poklon,21700.35
2024,Oktobar,Shop&Go,140.98
2024,Oktobar,Shop&Go,273.6
2024,Oktobar,Maxi,2061.75
2024,Oktobar,Lidl,1101.94
2024,Oktobar,Poklon,500.0
2024,Oktobar,Wolt,2652.95
2024,Oktobar,Maxi,2699.44
2024,Oktobar,Shop&Go,280.99
2024,Oktobar,Shop&Go,57.99
2024,Oktobar,Shop&Go,541.95
2024,Oktobar,Shop&Go,264.99
2024,Oktobar,Dm,697.0
2024,Oktobar,Crna ovca,600.0
2024,Oktobar,Maxi,196.97
2024,Oktobar,Shop&Go,182.19
2024,Oktobar,Shop&Go,151.98
2024,Oktobar,Poklon,8944.0
2024,Oktobar,Maxi,1044.93
2024,Oktobar,CT shop,33000.0
2024,Oktobar,Poklon,500.0
2024,Oktobar,Shop&Go,57.99
2024,Oktobar,Shop&Go,270.6
2024,Oktobar,Wolt,1191.5
2024,Oktobar,Lidl,4420.56
2024,Oktobar,Loto,1200.0
2024,Oktobar,Shop&Go,140.98
2024,Oktobar,Shop&Go,128.8
2024,Oktobar,Shop&Go,232.0
2024,Oktobar,Shop&Go,24.99
2024,Oktobar,Shop&Go,57.99
2024,Oktobar,Shop&Go,238.4
2024,Oktobar,Shop&Go,69.99
2024,Oktobar,Shop&Go,277.98
2024,Oktobar,Impresivna,3300.0
2024,Oktobar,Shop&Go,213.19
2024,Oktobar,Apoteka,514.48
2024,Oktobar,Maxi,1010.71
2024,Oktobar,Apoteka,197.91
2024,Oktobar,Cargo,899.52
2024,Oktobar,Cargo,1069.92
2024,Oktobar,A1 racun,1515.86
2024,Oktobar,Wolt,2217.35
2024,Oktobar,Wolt,2471.55
2024,Oktobar,Netflix,598.7
2024,Oktobar,Poklon,500.0
2024,Oktobar,Naknada,15.0
2024,Oktobar,Poklon,500.0
2024,Oktobar,Wolt,1191.5
2024,Oktobar,Shop&Go,151.98
2024,Oktobar,Shop&Go,145.6
2024,Oktobar,ATM,2000.0
2024,Oktobar,Shop&Go,134.98
2024,Oktobar,Shop&Go,244.8
2024,Oktobar,Shop&Go,543.98
2024,Oktobar,Shop&Go,114.08
2024,Oktobar,Shop&Go,198.4
2024,Oktobar,Wolt,1911.4
2024,Oktobar,Wolt,667.0
2024,Oktobar,Wolt,1191.5
2024,Oktobar,Wolt,2525.8
2024,Oktobar,Poklon,1000.0
2024,Oktobar,Naknada,15.0
2024,Oktobar,Apoteka,1792.67
2024,Oktobar,Maxi,1376.12
2024,Oktobar,Maxi,110.98
2024,Oktobar,Lidl,3017.78
2024,Oktobar,Shop&Go,140.98
2024,Oktobar,Shop&Go,273.6
2024,Oktobar,Maxi,569.95
2024,Oktobar,Lidl,903.82
2024,Oktobar,Odrzavanje racuna,475.0
2024,Oktobar,Naknada,1.0
2024,Oktobar,Shop&Go,30.99
2024,Oktobar,Lidl,2082.92
2024,Oktobar,Wolt,1528.52
2024,Oktobar,Apoteka,1968.33
2024,Oktobar,Wolt,2361.77
2024,Oktobar,Wolt,1085.0
2024,Oktobar,Wolt,1392.0
2024,Oktobar,Lidl,2096.98
2024,Oktobar,Apoteka,944.22
2024,Oktobar,Shop&Go,118.98
2024,Oktobar,Shop&Go,212.8
2024,Oktobar,Shop&Go,207.99
2024,Novembar,Infostan,6834.29
2024,Novembar,Naknada,15.0
2024,Novembar,Shop&Go,97.98
2024,Novembar,Shop&Go,244.8
2024,Novembar,ATM,2000.0
2024,Novembar,Poklon,13000.0
2024,Novembar,Shop&Go,252.0
2024,Novembar,SBB internet,3299.0
2024,Novembar,Naknada,15.0
2024,Novembar,Wolt,2861.11
2024,Novembar,Loto,1200.0
2024,Novembar,Maxi,3505.62
2024,Novembar,Impresivna,3200.0
2024,Novembar,Pozamanterija,660.0
2024,Novembar,Maxi,1425.99
2024,Novembar,Maxi,2398.33
2024,Novembar,Maxi,5000.0
2024,Novembar,Wolt,1265.0
2024,Novembar,Poslastičarnica,1060.0
2024,Novembar,Maxi,369.98
2024,Novembar,A1 racun,1819.34
2024,Novembar,Apoteka,443.52
2024,Novembar,Lidl,4305.18
2024,Novembar,Poklon,500.0
2024,Novembar,Naknada,15.0
2024,Novembar,Shop&Go,165.98
2024,Novembar,Shop&Go,270.79
2024,Novembar,Maxi,1607.49
2024,Novembar,Shop&Go,291.6
2024,Novembar,Maxi,1421.55
2024,Novembar,Netflix,598.41
2024,Novembar,Lidl,2224.89
2024,Novembar,McDonald's,1190.0
2024,Novembar,Apoteka,308.73
2024,Novembar,Dm,3915.4
2024,Novembar,OVS,4010.0
2024,Novembar,Wolt,1191.5
2024,Novembar,Shop&Go,61.99
2024,Novembar,Shop&Go,338.4
2024,Novembar,Maxi,1885.44
2024,Novembar,Shop&Go,155.98
2024,Novembar,Shop&Go,318.39
2024,Novembar,Dom zdravlja Jedro,14000.0
2024,Novembar,Maxi,578.95
2024,Novembar,Shop&Go,315.0
2024,Novembar,Maxi,1788.78
2024,Novembar,Odrzavanje racuna,475.0
2024,Novembar,Wolt,2605.2
