Godina,Mesec,Trošak,Amount (RSD)
2021,Avgust,Wolt,1349.0
2021,Avgust,Wolt,1223.0
2021,Avgust,Maxi,1111.91
2021,Avgust,LC Waikiki,1847.0
2021,Avgust,Decathlon,1198.0
2021,Avgust,Wolt,1349.0
2021,Avgust,Wolt,710.0
2021,Avgust,Metro,756.0
2021,Avgust,Maxi,1621.81
2021,Avgust,Cargo,1558.4
2021,Septembar,Wolt,1549.0
2021,Septembar,Maxi,1142.05
2021,Septembar,Maxi,1730.33
2021,Septembar,Wolt,1589.0
2021,Septembar,Cargo,741.0
2021,Septembar,Maxi,1419.93
2021,Septembar,Cargo,827.3
2021,Septembar,Lulu,142.39
2021,Septembar,Maxi,47.99
2021,Septembar,Apoteka,170.0
2021,Septembar,Lulu,105.0
2021,Septembar,Wolt,1439.0
2021,Septembar,Wolt,1349.0
2021,Septembar,Maxi,131998.0
2021,Septembar,Crna ovca,580.0
2021,Septembar,Maxi,762.29
2021,Septembar,Cineplexx,2120.0
2021,Septembar,Maxi,138.98
2021,Septembar,Apoteka,380.43
2021,Oktobar,Wolt,1406.0
2021,Oktobar,Wolt,849.0
2021,Oktobar,Wolt,1599.0
2021,Oktobar,Wolt,629.0
2021,Oktobar,Wolt,1289.0
2021,Oktobar,Maxi,2630.26
2021,Oktobar,Maxi,1061.93
2021,Oktobar,Lucky 99,420.0
2021,Oktobar,Maxi,1894.27
2021,Oktobar,Dm,991.0
2021,Oktobar,Apoteka,3995.42
2021,Oktobar,Maxi,901.51
2021,Oktobar,Glovo,490.0
2021,Oktobar,Glovo,350.0
2021,Oktobar,Maxi,1254.42
2021,Oktobar,Maxi,1390.82
2021,Oktobar,Wolt,1439.0
2021,Oktobar,Wolt,629.0
2021,Oktobar,Cargo,872.5
2021,Oktobar,Wolt,1139.0
2021,Oktobar,Wolt,919.0
2021,Oktobar,Tsv Brave,449.96
2021,Oktobar,Zdrava hrana,517.9
2021,Oktobar,Maxi,936.83
2021,Oktobar,Wolt,849.0
2021,Oktobar,Nugenesis,5000.0
2021,Oktobar,Metro,1620.0
2021,Oktobar,Wolt,779.0
2021,Oktobar,Maxi,1343.14
2021,Novembar,Glovo,1449.0
2021,Novembar,Maxi,2258.84
2021,Novembar,Maxi,1330.08
2021,Novembar,Idea,195.97
2021,Novembar,Uradi sam,678.0
2021,Novembar,Poklon,6212.0
2021,Novembar,Wolt,1289.0
2021,Novembar,Dm,1035.0
2021,Novembar,Apoteka,1912.57
2021,Novembar,Maxi,2242.76
2021,Novembar,Maxi,1186.05
2021,Novembar,Lidl,2782.72
2021,Novembar,Lucky 99,920.0
2021,Novembar,Dm,957.0
2021,Novembar,Maxi,1692.92
2021,Novembar,Maxi,1712.62
2021,Novembar,Cargo,839.1
2021,Novembar,Lulu,105.0
2021,Novembar,Maxi,158.99
2021,Novembar,Maxi,1145.93
2021,Novembar,Wolt,789.0
2021,Novembar,Wolt,1289.0
2021,Decembar,Lidl,1246.55
2021,Decembar,Cargo,802.1
2021,Decembar,Idea,312.95
2021,Decembar,Apoteka,782.0
2021,Decembar,Poklon,5039.99
2021,Decembar,Maxi,2164.87
2021,Decembar,Wolt,789.0
2021,Decembar,Maxi,232.97
2021,Decembar,LC Waikiki,599.0
2021,Decembar,KOTON,1446.0
2021,Decembar,Lidl,1195.41
2021,Decembar,Maxi,2069.28
2021,Decembar,Maxi,2087.0
2021,Decembar,Wolt,1539.0
2021,Decembar,Maxi,3819.5
2021,Decembar,Poklon,2350.0
2021,Decembar,Dm,1502.0
2021,Decembar,Maxi,68.99
2021,Decembar,Cargo,1752.5
2021,Decembar,Maxi,683.94
2021,Decembar,Maxi,1584.28
2021,Decembar,Maxi,3691.81
2021,Januar,Infostan,7934.31
2021,Februar,Infostan,7982.87
2021,Mart,Infostan,8019.36
2021,April,Infostan,7975.88
2021,Maj,Infostan,7735.71
2021,Jun,Infostan,7974.58
2021,Jul,Infostan,7969.56
2021,Avgust,Infostan,7926.83
2021,Septembar,Infostan,7930.73
2021,Oktobar,Infostan,8055.52
2021,Novembar,Infostan,8027.89
2021,Januar,SBB internet,3099.0
2021,Februar,SBB internet,3099.0
2021,Mart,SBB internet,2099.0
2021,April,SBB internet,3099.0
2021,Maj,SBB internet,3099.0
2021,Jun,SBB internet,3199.0
2021,Jul,SBB internet,3199.0
2021,Avgust,SBB internet,3199.0
2021,Septembar,SBB internet,3199.0
2021,Oktobar,SBB internet,3199.0
2021,Novembar,SBB internet,3199.0
2021,Januar,Telekom,2623.0
2021,Februar,Telekom,2623.0
2021,Mart,Telekom,2623.0
2021,April,Telekom,2657.28
2021,Maj,Telekom,2623.0
2021,Jun,Telekom,2626.0
2021,Jul,Telekom,2626.6
2021,Avgust,Telekom,2623.0
2021,Septembar,Telekom,3122.0
2021,Oktobar,Telekom,1612.99
2021,Novembar,Telekom,1898.99
2021,Februar,Apoteka,505.26
2021,Mart,Apoteka,519.99
2021,Oktobar,Apoteka,502.5
2021,Januar,Odrzavanje racuna,300.0
2021,Februar,Odrzavanje racuna,300.0
2021,Mart,Odrzavanje racuna,300.0
2021,April,Odrzavanje racuna,300.0
2021,Maj,Odrzavanje racuna,300.0
2021,Jun,Odrzavanje racuna,350.0
2021,Jul,Odrzavanje racuna,350.0
2021,Avgust,Odrzavanje racuna,350.0
2021,Septembar,Odrzavanje racuna,350.0
2021,Oktobar,Odrzavanje racuna,350.0
2021,Novembar,Odrzavanje racuna,350.0
2021,Jun,Struja,2961.0
2021,Oktobar,Struja,2703.87
2021,Januar,Shine,300.0
2021,Februar,Shine,300.0
2021,Mart,Shine,300.0
2021,April,Shine,300.0
2021,Maj,Shine,300.0
2021,Jun,Shine,300.0
2021,Jul,Shine,300.0
2021,Avgust,Shine,300.0
2021,Septembar,Shine,300.0
2021,Oktobar,Shine,300.0
2021,Jun,Naknada,80.0
2021,Jul,Naknada,60.0
2021,Avgust,Naknada,60.0
2021,Septembar,Naknada,40.0
2021,Oktobar,Naknada,120.0
2021,Januar,ATM,5000.0
2021,Mart,ATM,4000.0
2021,April,ATM,2000.0
2021,Jun,ATM,4000.0
2021,Avgust,ATM,8500.0
